CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,LATITUDE,LONGITUDE,COUNCIL,COUNTY,PARISH,NGR
,,BettyHill,New Settlement,,,58.525916,-4.2223,,,,
,,Helmsdale,New Settlement,,,58.130083,-3.651426,,,,
,,Spinningdale,New Settlement,,,57.878219,-4.234089,,,,
,,Armadale,New Settlement,,,58.552442,-4.088054,,,,
,,Rosehall,New Settlement,,,57.978526,-4.591804,,,,
