CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,LATITUDE,LONGITUDE,COUNCIL,COUNTY,PARISH,NGR
,,Projected Centre 1,,,,58.49928800,-4.20574000,,,,
,,Projected Centre 2,,,,58.46884900,-4.19955200,,,,
,,Projected Centre 3,,,,58.43941800,-4.19686300,,,,
,,Projected Centre 4,,,,58.42937500,-4.46773000,,,,
,,Projected Centre 5,,,,58.31445800,-4.31885600,,,,
,,Projected Centre 6,,,,58.30541500,-4.28042700,,,,
,,,,,,58.27881700,-4.06580600,,,,
